"","DATE","pghngdp","fpi","old.q.number","patax","pghaww","pghawwp","pghhouse","pghmanuf","pghqwage"
"61","2016q1",-0.0839860130670473,0.0309579254491226,"03",0.562287515304305,-0.0671483655347878,-0.0767909800168773,0.101910792626491,-0.4,-0.123378370549901
"62","2016q2",0.0569099452855113,0.0297310768432624,"06",0.709499199798799,0.00622800798705114,0.0198395924938595,0.113814850216553,-0.2,0.0175175878026295
"63","2016q3",0.070480648102631,0.0901342213620495,"09",0.14033047439154,0.0589278895096115,0.046737595111054,0.137517546631795,-0.4,0.0310882906197918
"64","2016q4",0.245358073615023,0.132235162268636,"12",-1.2755501762519,0.196465324267244,0.208878917905,0.100846569533292,0,0.245358073615009
"65","2017q1",0.166203106183659,0.163665523603306,"03",0.422211141611001,0.178103148079419,0.178986616880703,0.0341522049385716,-0.7,0.135934852585592
"66","2017q2",0.0425550748021521,0.182362688483934,"06",0.945914137247868,-0.0371248816373786,-0.0276870537250247,0.113202412541373,0,0.0122868212040714
"67","2017q3",0.0951551624358871,0.167361994485574,"09",0.263321471114416,0.0409146415936981,0.0342084591508822,0.138868499202761,-0.6,0.0648869088378063
"68","2017q4",0.112353767628861,0.191829609732572,"12",-0.878846763062974,0.0475159415180038,0.0509685135463691,0.153409613498663,0.7,0.112353767628861
"69","2018q1",0.19568876456664,0.208120069369656,"03",0.254089129104372,0.159696744701566,0.162860384727868,0.0829976516799071,1.5,0.145821967799975
"70","2018q2",0.259509360101831,0.254111326396377,"06",0.841371291948491,0.14824701226193,0.15159274215063,0.14808776745403,1.9,0.20964256333518
"71","2018q3",0.146513081757533,0.193914457849488,"09",0.255742694204379,0.0708823538144756,0.0604668699592033,0.182635053283477,3.1,0.0966462849908822
"72","2018q4",0.0405881136933175,0.135761857305063,"12",-0.844939109508168,0.0116328260377117,0.00944730967590246,0.1193177996822,1.4,0.0405881136933175
"73","2019q1",0.0780393363791916,0.0843486445099373,"03",0.196044849523787,0.111869321823029,0.113683913420449,0.0847624331750119,-0.4,0.092538686378191
"74","2019q2",0.172289278569352,0.13292084630794,"06",0.877818919166806,0.122579887618439,0.131808901318568,0.121279010586957,-2.2,0.186788628568351
"75","2019q3",0.147129641564703,0.160732733086633,"09",0.377956064149586,0.129484726186156,0.135511888639211,0.197746306412235,-3,0.161628991563731
"76","2019q4",0.0505044178132295,0.11445458309926,"12",-0.697093603138057,0.0542738920015502,0.0594035616131059,0.162485490366421,-3.1,0.0505044178132295
"77","2020q1",-0.0105720980575938,0.0187073778105002,"03",-0.0557572270174447,0.157116266006007,0.161517926729463,0.133133879827366,-3.2,0.0900641900522601
"78","2020q2",-0.448239371567539,-0.353461470851087,"06",-0.745220559860869,0.260311499152994,0.263736003840009,0.121469400185859,-15.2,-0.347603083457713
"79","2020q3",-0.231079170061619,-0.0634129310925786,"09",0.883302259265648,0.235721160285657,0.238191556681237,0.174974626897225,-5.4,-0.130442881951765
"80","2020q4",-0.0844794045093096,0.133242911519012,"12",-0.592529505765782,0.24868952188984,0.249590941726396,0.19113971465357,-2.8,-0.0844794045093096
"81","2021q1",NA,0.585294561459897,"03",1.58815742311253,0.0557194143089781,0.0593719628714027,0.222080929609202,-0.8,0.310113503482341
"82","2021q2",NA,0.406453603981802,"06",0.479449789706138,0.159823456576959,0.16938099182309,0.324005015987147,15.8,0.293497379856319
"83","2021q3",NA,0.2845907156903,"09",0.526129239105515,0.102523082810904,0.118464509195881,0.44157519190021,5.1,0.17511711545032
"84","2021q4",NA,0.247047970932563,"12",-0.350047457660239,0.259323395011165,0.274008196739061,0.431020554535099,4.5,0.335299810533357
"85","2022q1",NA,0.292048415107118,"03",0.0765147885390505,0.122816231073809,0.125483742169294,0.354032442997426,4.8,0.113722435985736
"86","2022q2",NA,0.278499812373333,"06",1.3344450270794,NA,NA,0.377429795571135,4.2,NA
"87","2022q3",NA,0.211164460319694,"09",NA,NA,NA,0.351897510283575,3.8,NA
