"","DATE","baa","fedfunds","gs10","monthnumber","paclaims","pcepi","pcepilfe","pghcivlabforce","pghempmanuf","pghpermits","pghunemp"
"29","2003m5",-0.852966659009224,0,-1.2441411536981,"5",-2.16807499858115,-0.013750565302086,0.0172990376057491,0.00212988183810836,-0.112759059974991,0.473793095639159,0.421095837735241
"30","2003m6",-0.362796127922323,-0.387130346618658,-0.835119501590341,"6",2.34870863009667,0.0128733402569274,0.00679934857769382,0.0454564579035832,-0.100997657466586,-1.56517900408296,0.992300590141359
"31","2003m7",0.805923399028945,-2.26680633470396,2.13971418364792,"7",-0.868475931089328,0.0351848611754662,0.0298431972396287,-0.0466851897509883,-0.10249718086116,0.948638447515929,-0.387130346618657
"32","2003m8",0.686907973170982,0.235301656660516,1.33946732258163,"8",-2.83052473810488,0.0404589608773307,0.0135534209732455,-0.0032772334891078,-0.110778201413694,2.05738818049137,-0.81387115606513
"33","2003m9",-0.382641113710728,-0.235301656660516,-0.495483227251389,"9",0.122715458352083,0.0375714290421669,0.0167793739774922,0.00696305165027411,-0.0806441339510648,-1.31542575415886,-0.648806655243309
"34","2003m10",-0.106509574967618,0,0.0560748683927113,"10",0.44548448724062,0.00144827836086492,0.0219610112676456,0.0152227160767353,-0.0779696847198039,1.64743780200975,-0.452883935794167
"35","2003m11",-0.125467909252065,-0.119403970238017,0.0279394771150931,"11",1.79203628751586,0.0151963790215959,0.0164444235927732,0.0232060974688792,-0.0756476579832714,-1.70712908326404,0.452883935794167
"36","2003m12",-0.108598026239016,-0.242432487810234,-0.0840143455078044,"12",5.67090965737396,0.0264392071654633,0.0150192146216988,-0.0221428658574965,-0.0592840104714156,-0.0942338092513069,-0.452883935794167
"37","2004m1",-0.294493306993409,0.242432487810234,-0.342065915975112,"1",-0.585258840832076,0.0462367260500081,0.0306817751950454,0.00923797014669248,-0.05901833493715,0.607350331343387,2.49167237733894
"38","2004m2",-0.321026225657196,0.119403970238017,-0.20413614991844,"2",-4.78762045245445,0.02556247974778,0.0194332026276278,-0.0108737501095675,-0.055274561513464,1.44410970693314,-0.188980283617672
"39","2004m3",-0.310194977535904,-0.119403970238017,-0.758786222682187,"3",-1.68708475752162,0.0184916447923236,0.0200991044266203,0.0192063462794465,-0.0185735554992981,1.00661976808436,0
"40","2004m4",0.668430535332077,0,1.52773250289645,"4",0.565741004314162,0.0223239904108254,0.0311985133602839,-0.00767885006835911,0.0274082021421158,-0.42502434704555,-2.30269209372126
"41","2004m5",0.526958245079137,0,0.979595453962455,"5",-1.8245730010745,0.0388248227340107,0.0164023702401543,0.0175560992816628,-0.0608353193790414,-0.591694898288978,0.452883935794167
"42","2004m6",0.0532151648143877,0.354705626898533,0.0253968348765339,"6",2.30605931266845,0.0342952923273998,0.0190153469548981,0.0321874397208504,0.0134916918991372,1.18531057811354,0.857507567785738
"43","2004m7",-0.286580784040647,2.41863502466211,-0.59817366873081,"7",-1.24671242922726,0.0110787593978117,0.0142763930833922,0.0188648599593932,-0.0163923577038183,-2.92254265484907,0
"44","2004m8",-0.293592625852877,1.51875267970115,-0.601492646190825,"8",-1.75110571558939,0.00624504727448993,0.00457039979210805,-0.0104045309577359,-0.02815695914936,-3.06919448390455,-0.421095837735241
"45","2004m9",-0.358235557796173,1.42271681669467,-0.428107231449169,"9",-0.0971310418247526,0.0235316429421353,0.0224112951632343,-0.0121228979152193,-0.008451855738425,0.915606711701795,-1.35994422368404
"46","2004m10",-0.115385504393303,1.06895556064426,-0.0874851991521517,"10",1.03086918620679,0.0514385422036163,0.0260937198338347,0.0307308912971109,-0.0182365674631342,-0.882955033217609,0
"47","2004m11",-0.0193392467320974,1.1064743264008,0.260565122685414,"11",2.06351341482105,0.0461631053800211,0.0257618733817573,0.0299234836005482,-0.000340287867025779,2.05347008991365,0.470648557839376
"48","2004m12",-0.097166522791432,1.35105862535136,0.114015109489682,"12",3.53237340311021,0.00645991823676084,0.0154031308753986,-0.0083451210401293,-0.0378480672279551,1.18727538455242,0
"49","2005m1",-0.256377869972364,0.648806655243308,-0.0284023801231941,"1",2.16476062505438,0.0157139706071128,0.0430786578704243,-0.00243170950008675,-0.0388425132938437,-2.68193747489229,1.71721012368808
"50","2005m2",-0.405443970928599,1.10538346689367,-0.143029106846524,"2",-6.11746093476443,0.0333240202953498,0.0198409349912652,0.0271261582548945,-0.0253779945159529,-0.368739492197996,0.393477873875892
"51","2005m3",0.48491446005452,0.608317371786216,0.913936331586768,"3",0.490943592273844,0.0358807268948063,0.0296318362644534,0.00218361949011125,-0.00146396381223468,-0.597701731059207,-0.393477873875892
"52","2005m4",-0.0198183364616762,0.708692995723213,-0.434436583967527,"4",-1.56894871537723,0.0335497112405143,0.0139030888584308,0.0431862754514256,-0.0505377309053259,4.03756978745174,-2.43029116933769
"53","2005m5",-0.0796022819476061,0.870848314018026,-0.566142723301089,"5",-1.18519963152553,0.00680985130412637,0.0244956367167326,0.026962957414554,-0.033962690243051,-1.72993774104319,0.480064015364388
"54","2005m6",-0.303301739498339,0.158942721000246,-0.412817120607987,"6",2.73723820271687,0.00736140954720454,0.00828996799655712,-0.00184925242997025,-0.0260035292047789,0.0963823484284809,0.685900966079386
"55","2005m7",0.182899391623405,0.838436159525831,0.528202625001293,"7",-1.33510579415185,0.050850762820307,0.0176480601976863,0.0155891139210667,-0.0120401598780298,1.70519307790291,0
"56","2005m8",0.0201511382366411,0.852429277401023,0.227494964935369,"8",-2.06567106343963,0.0482953563977127,0.00976315367541147,0.0278332137974999,0.0162425897742828,-1.74852151309265,-0.452883935794167
"57","2005m9",0.140118355942029,0.404532688107739,-0.170215619903476,"9",-0.476641067327186,0.115258336635328,0.0265373006716985,0.0140124726914834,-0.0122790743951704,1.43769400241679,-1.21315340245642
"58","2005m10",0.525631471900713,0.518999805525798,0.720770888911799,"10",1.64593392810121,0.0190798554693217,0.0343031014076089,0.00376056411540304,-0.031203375527614,-1.00034153439423,-0.258074462651566
"59","2005m11",0.170215619903479,0.678844217860733,0.213338952255406,"11",1.75979750746963,-0.0249461917976994,0.0307084660714132,0.00511887392537602,-0.0287424862328933,1.92707397985988,0.758146819458382
"60","2005m12",-0.132180722768128,0.470648557839376,-0.18646324113335,"12",5.37968591167743,0,0.0123689174704644,-0.00279911362672891,-0.00747098063584417,-2.02658306321573,-0.500072356806816
"61","2006m1",-0.152868309329158,0.369259904001044,-0.134984550430448,"1",-0.917403656811722,0.0579915139807596,0.0269791226866083,0.0147080393041534,-0.00163284542009023,1.303298055331,1.88622700226895
"62","2006m2",0.0575540671619166,0.546791625770848,0.400482105798079,"2",-3.61576483870974,0.00719534360654706,0.0192911010007997,0.034062943547994,0.0140515647591251,-0.181584413600987,0
"63","2006m3",0.264994995452993,0.264327867819489,0.387547136296207,"3",-0.936617213743446,0.0231857929253714,0.033017548859867,0.0136936330184838,0.00232916447596665,-0.50361310782036,-0.906090630097743
"64","2006m4",0.495104599391706,0.511804648204441,0.667525321991563,"4",-0.455407760079346,0.0555447054763327,0.0366538663214833,0.00540945470454801,0.00582227090603737,-4.14109305133066,-0.980136372171205
"65","2006m5",0.125094208030612,0.37001903732409,0.285161933426227,"5",-0.292720177058378,0.0323163606030015,0.030039226160202,0.0149428732672021,0.0165438334094503,0.122448609659308,0.252640910373987
"66","2006m6",0.0532151648143877,0.120846942763154,0,"6",1.72295479015113,0.0295470719738802,0.0302290539818557,0.0226173340812892,-0.00738043902927998,2.04735152720539,0.960512492082437
"67","2006m7",-0.035450542769178,0.586627062834281,-0.0470588838381802,"7",-0.461082454893045,0.0409766947291104,0.0117793044448824,0.00182340097664024,0.0271189422448757,-1.41999521025121,0
"68","2006m8",-0.305634498485483,0.0228789392469793,-0.505591328368507,"8",-3.11398752001147,0.0376393430294968,0.0243161177427851,0.0268432573257584,0.00580705373730694,1.19348497841457,-0.233017030285219
"69","2006m9",-0.294945723178654,0,-0.400037043211102,"9",-0.228267752509211,-0.0313579148635554,0.0189956947589955,-0.00427189846886478,-0.0113614960872113,-1.38486017649909,-2.04750620436916
"70","2006m10",-0.0186770465718977,0,0.0253968348765339,"10",1.55242252434972,-0.0284932495876404,0.021597424674983,0.029950328847022,0.00429468009744838,-1.66391048379908,-0.867847938955514
"71","2006m11",-0.418425907809886,0,-0.33442678810551,"11",2.13812006706459,0.00415111397943591,0.00578782375896125,0.0287734948843692,0.0200438922938986,2.20717510288441,0.867847938955514
"72","2006m12",0.0386473764005038,-0.0228789392469793,-0.104804159625054,"12",4.59012926446896,0.0426330921371019,0.0160334711561596,0.0256408673348147,0.0124148734416103,7.97359192495307,-0.282365968922328
"73","2007m1",0.229306340376559,0.0228789392469793,0.515100536604407,"1",-0.0262976750415973,0.0399560852619629,0.0486263096364041,0.0323268447993925,0.034790575823525,-7.48346908508192,2.56288920357671
"74","2007m2",-0.114105455628327,0.0228354017530332,-0.101266423750377,"2",-1.79633422393525,0.0371726945408355,0.0258710901601304,-0.0126222135135166,-0.0117011858811047,-0.29415984722807,-0.233017030285219
"75","2007m3",-0.019123510023336,0,-0.413834112854031,"3",-3.19134417180959,0.043927498195675,0.0121323479794384,0.00533274089433178,-0.000800459486853811,3.55516440035873,-1.23821083482277
"76","2007m4",0.227494964935369,-0.0228354017530332,0.337319507182721,"4",0.67804631899412,0.0280979599065034,0.0170688701109576,-0.048395082058839,0.00347774442523985,-4.49793591681694,-1.38083195741745
"77","2007m5",0,0,0.152544427060342,"5",-2.57115057451228,0.0348659606180064,0.0141838604634046,0.0184854430943844,-0.00355112239202526,1.11797161894053,0.289170618948728
"78","2007m6",0.568479096089725,0,0.853151060204762,"6",2.15132422592105,0.0253293399159986,0.0197513796919289,0.0291255609745491,-0.00587405929938711,-3.42755615179468,1.09166133846872
"79","2007m7",-0.0898880607498915,0.0228354017530332,-0.237631527554157,"7",0.164526524158809,0.0183402144824321,0.0180337030593734,0.00101929139707835,-0.0495858664127447,1.3761476190584,0.510715373025553
"80","2007m8",0,-0.56041311655177,-0.819346089039533,"8",-2.78673953720474,0.0081131481886203,0.0178771947736927,-0.0239369869726787,-0.0392254366681009,1.23698991573001,-0.252640910373987
"81","2007m9",-0.108762073840165,-0.192775230045678,-0.391764934039993,"9",-0.82439538896714,0.0462186816747447,0.0327058455668343,0.052129176610741,-0.0448275171716617,0.162252610926412,-1.34973580112028
"82","2007m10",-0.20199405780279,-0.445411955478032,0.0265193478096348,"10",2.28312469953706,0.036301564644436,0.0312006622185272,-0.0180823721335841,-0.0255656175990069,-0.0788117754491751,-0.289170618948728
"83","2007m11",-0.149070239982684,-0.700739597869988,-1.05136326302803,"11",1.88907601176273,0.0633616087982993,0.0235401388633711,0.0509677723252082,-0.00828085426791603,-2.36830032778914,0.289170618948728
"84","2007m12",0.459826371625639,-0.687473190123559,-0.145456326388139,"12",4.74367783246343,0.0278817732250083,0.0241353199373542,0.00647272341227279,-0.00515954530306573,-0.759393038330266,1.09166133846872
"85","2008m1",-0.200156270383867,-0.880590551208286,-1.10281634740586,"1",-0.453659175719288,0.0302609359896842,0.0238308854746059,0.0112993991743835,-0.0280962981314126,1.03735526101041,1.92411180090216
"86","2008m2",0.503067676635162,-3.35108907351035,0,"2",-2.86117239617138,0.0237688716301037,0.0116419781302532,-0.0319775566526772,0.0223983567281323,0.27917657946902,0
"87","2008m3",0.122539358042356,-1.59087695019253,-0.761634887383996,"3",-1.1948700440808,0.0343494563037758,0.0235053728706305,0.0198984962408133,-0.00530241104325313,-1.10581557056686,-0.685900966079386
"88","2008m4",0.138529676962385,-1.62209734041903,0.567560576436785,"4",-1.15866387401527,0.0222489860959385,0.00701713370091994,-0.0108425401539876,-0.0474394766430706,0.0771428907168463,-2.04750620436916
"89","2008m5",-0.0690649388474478,-1.69294317911887,0.635068817452108,"5",-0.353355986352305,0.0513728336918859,0.0219180470623321,0.0416007064433686,0.0251911107961895,0.273172494725067,1.06736983219796
"90","2008m6",0.240008000480033,0.120604030242017,0.66182184090096,"6",2.47962018669252,0.0866933079107817,0.0274684053259193,0.000777665448602249,-0.0197591335737641,-0.782160188783152,1.21315340245642
"91","2008m7",0.151794012768876,0.0598504981324677,-0.266348788701412,"7",-1.22049321704994,0.0556898166715847,0.021574522499904,0.012125060134764,-0.0118167581856206,-0.0627553493506952,0.452883935794167
"92","2008m8",-0.0167714911996564,-0.0598504981324677,-0.364585004257473,"8",-1.54040831347249,-0.00968304837997991,0.0146992066870197,0.0133544706610635,-0.0351723965664199,-0.722194267721896,0
"93","2008m9",0.26557100466925,-1.19784402338653,-0.633392394935031,"9",0.0703464680372363,0.00993445205049071,0.0122777697659124,-0.0055108001654034,-0.0312968782106822,-1.63725458416487,-1.92411180090216
"94","2008m10",2.3346993989087,-7.48543263314932,0.384032773034087,"10",1.99582102977762,-0.0794537847497132,-0.0170910443348653,0.0237327430109886,-0.065647545926101,0.675358582392903,0.510715373025553
"95","2008m11",0.437859519157641,-10.9337919884848,-0.915975818320851,"11",3.41248166167555,-0.142435284382707,-0.00532218218189939,-0.0183771420178616,-0.131239384663974,-2.92969117694789,0.960512492082437
"96","2008m12",-1.06191693904142,-10.6916750866784,-4.53036396931932,"12",4.31783936952774,-0.0672846156830076,-0.0058317663370282,0.00124153717932529,-0.0853357839381239,-3.43872390385082,1.3103915035799
"97","2009m1",-0.42007910399178,-0.774462253650853,0.485896336256842,"1",0.633412098062678,0.00141634700666415,-0.00367800545067709,-0.0345782377084021,-0.20884735141879,-1.33900763233833,2.59467730163563
"98","2009m2",-0.0887796897773399,4.59590702707327,1.56063753897838,"2",-2.50349991429878,0.0213536921472013,0.00950977178770529,0.0254965310267465,-0.196983132954049,2.91179404646182,0.648806655243306
"99","2009m3",0.494615468654773,-2.40804834554581,-0.210901737858091,"3",-0.232968581064043,-0.0131164418639749,0.00861568387043476,-0.0314898567659938,-0.209771765145049,2.49557840341616,-0.158942721000246
"100","2009m4",-0.0428316933014425,-2.18785868152746,0.459186456947446,"4",-0.159140072052253,0.0172284513275613,0.0268210251770498,0.0292377721250006,-0.137824055844998,1.44896455301375,-1.17576490032244
"101","2009m5",-0.481523567526935,2.18785868152746,1.39062170097965,"5",-1.15972090396596,0.0124559265112261,0.00922168404269641,0.0184701384214847,-0.171902819479268,-1.52256468691597,0.685900966079383
"102","2009m6",-0.864126431715269,1.8498081579271,1.4740332420933,"6",1.88926233596549,0.0710208896809625,0.0152696662224052,-0.00240416464161797,-0.105309143772683,1.41163333153267,0.48986393424306
"103","2009m7",-0.674612159978743,-3.2632045858037,-0.527557481053394,"7",-1.42827050719377,0.00127580854486808,0.0103370037487167,-0.0166096437464063,-0.106794099665716,-1.04019374447838,0.470648557839379
"104","2009m8",-0.895807142481722,0,0.100699891634981,"8",-2.07125486694078,0.0347772789975807,0.0177538108110511,-0.0151550007351773,-0.0799644474544436,0.396362283285018,-0.311705836839133
"105","2009m9",-0.502788825409249,-0.774462253650853,-0.652521250536862,"9",-0.708717450994776,0.0194465817747194,0.0209936412657719,-0.0373863621614987,-0.0100264221443993,0.887447783046841,-0.986857178843663
"106","2009m10",-0.038095270089272,-2.67772261577052,-0.0353461227570797,"10",0.725187451069559,0.0453796966207065,0.0441301415681679,-0.00335488655060345,0.0317393729760873,-0.742411600050151,-0.172664849425193
"107","2009m11",0.0570976493570035,0,0.0353461227570797,"11",0.971222851412975,0.0299477333988989,0.010632144166923,0.00733272250130312,-0.0174682758465572,1.90377994820435,-0.175185593053833
"108","2009m12",0.0945631371036715,0,0.652521250536862,"12",2.80990160040789,0.00706535473350556,0.0102479723784192,-0.0599631853354339,0.0595306743865436,3.82702801755187,0.518066062382505
"109","2010m1",-0.228216070029142,-1.04413652387556,0.45907237386644,"1",0.679063915593275,0.0262063856201671,0.0176010766962023,0.029198142228644,-0.0488380644070823,-1.44760183150964,2.57588324924269
"110","2010m2",0.171567656409892,2.00464901595799,-0.129381307239461,"2",-3.30854966758114,-0.00037757023071805,0.0104734896458716,0.016407427566989,-0.00946339131609264,-3.10236483618062,0.791495613501569
"111","2010m3",-0.133228965651663,2.49167237733893,0.129381307239461,"3",-2.82504927345775,0.0169789102084756,0.0179333138392046,0.0202829255694823,0.0323705956630178,0.17298666381097,-1.06736983219796
"112","2010m4",-0.0383386907582297,2.67772261577052,0.379978975727624,"4",-0.0221726138992437,0.0065336210857474,0.00609620192782856,0.0519548670135634,0.0246930008351569,0.249866631367368,-1.80338643659205
"113","2010m5",-0.390278300466722,0,-1.42119116670215,"5",-1.13078315454989,0.00376777923909088,0.0133013589498319,-0.041281101113178,-0.002813690420016,1.22720173641124,0.631724801825063
"114","2010m6",0.35181672907934,-1.26432618789392,-0.797876895225996,"6",1.59424525260275,-0.00502396858984966,0.00583799573664834,-0.037048260374867,0.0607754075042095,-0.338120833940291,-0.311705836839133
"115","2010m7",-0.431419011026946,0,-0.734528772538759,"7",-1.12056835288657,0.0102968728522121,0.000124181822894087,0.00585733496384933,0.0186428109871599,-1.39424969541363,0.311705836839133
"116","2010m8",-0.720010275984296,0.648806655243309,-1.30425966900601,"8",-1.35305027010673,0.0164315716672654,0.0115432960043798,0.0308015387922609,0.0140241597811901,-0.278106403551984,-0.154840858030896
"117","2010m9",0,0,-0.224305596145832,"9",-0.780914719276957,0.011901966366036,0.0068214588389317,-0.00864763834204751,-0.0129851305947994,0.676328578482625,-1.31638700707709
"118","2010m10",0.126538958119379,0,-0.508746707612227,"10",2.14031225837514,0.0381319832235434,0.0182128898359899,-0.0265271068007138,0.012119550282808,-1.14857731863145,-0.175185593053833
"119","2010m11",0.412411722050495,0,0.996799184383359,"11",0.509372961463136,0.0239423965698968,0.0155890774674212,0.0382116257375245,0.0165496917210994,3.87040915707688,0.518066062382505
"120","2010m12",0.359427867400213,-0.648806655243309,2.10788262057866,"12",3.44902655909916,0.0271268106725344,0.00247259540971001,-0.0370400748961615,0.0277072435262937,6.90378927745786,0
"121","2011m1",-0.0196882734895185,-0.685900966079383,0.359308279380942,"1",1.26874758963354,0.035991339422317,0.0258081876826317,-0.030262663760027,0.00328286464491612,-4.73387390730694,1.43216109159079
"122","2011m2",0.117648001159453,-0.72749546179722,0.654394548242999,"2",-4.39194557151517,0.0334124171726344,0.020951447274463,-0.00383715583885191,0.0447073408169913,-5.28061393913212,-0.150945386482316
"123","2011m3",-0.23646085295199,-1.60237671149427,-0.583806109406203,"3",-1.31776619644191,0.0482218109254298,0.0180873950564191,0.0126814324076037,0.0245547182436567,-2.03403754069917,-0.623516867168536
"124","2011m4",-0.019917017020374,-4.03766683945455,0.17467557329049,"4",0.165526826566818,0.050602928561549,0.0275094274725269,0.0130588213683041,0.0223564110591887,1.22259769693926,-1.35354592974413
"125","2011m5",-0.488202919637322,-1.26432618789392,-1.05044401416532,"5",-0.495754366065228,0.0364686126668907,0.0285479583899608,-0.00500289888752548,0.00585039989327285,-2.34952629489507,0.525631471900713
"126","2011m6",-0.0624459345003245,0,-0.661431590652953,"6",1.62383831275512,-0.00244409141746615,0.0130872855328228,-0.0104033250221605,-0.00715222529618487,0.452923275767688,0.986857178843663
"127","2011m7",0.0208514387824899,-3.01577313937087,0,"7",-1.30886501259898,0.0203929040271298,0.0177123606389351,-0.0045396140565046,0.0308864338601431,1.47294066791224,0.156864978808237
"128","2011m8",-0.86368199550107,4.28009932726479,-3.18843798879607,"8",-1.41479570385888,0.028151147537347,0.0239007466697387,0.0368932835350151,-0.000989164676269638,1.26761492189398,-0.156864978808237
"129","2011m9",-0.203203350353279,-2.67772261577052,-1.79774733874392,"9",1.25963106093677,0.016907664461403,0.00815924771510979,0.0289193393422238,0.0364618796623475,-0.360001421779529,-1.15952202826886
"130","2011m10",0.22557055161003,-1.60237671149427,0.988451969197531,"10",-1.03617359025731,0.0002431019812974,0.0057203423146035,-0.0132427989499107,-0.0282516359798315,-0.349010143835073,-0.533421150850009
"131","2011m11",-0.525297948644396,1.60237671149427,-0.807997440823046,"11",1.50618776869803,0.0246492677219941,0.0254042951951128,0.0130092291271211,-0.00515061475987011,-1.24327439962023,0
"132","2011m12",0.254099965637505,-1.60237671149427,-0.180454528374485,"12",4.01647800355738,0.00679089714554237,0.0198968805062165,-0.0103594999342604,0.00779463757125143,3.06660823502335,0.358235557796176
"133","2012m1",-0.0458015823204097,1.60237671149427,-0.0607596234785603,"1",0.247453159150048,0.0410273360257811,0.0358281484630538,0.0300412640357237,0.0235345022750231,-0.153875397880451,1.33470762132269
"134","2012m2",-0.208298383317095,2.67772261577052,0,"2",-4.5244624380841,0.0267916518152376,0.0166671725818937,0.0225204885999162,0.0307434804261995,1.17386458067476,-0.158942721000246
"135","2012m3",0.208298383317095,3.14837117360989,1.16032349762965,"3",-1.1471668525921,0.0228823834892147,0.0203797638183048,0.00605002921482622,0.00112078555071449,-0.881900326738986,-0.657698837939939
"136","2012m4",-0.0921309707884124,0.889295665844663,-0.682648492824617,"4",0.881371285644406,0.0157514263526686,0.0181799062568686,-0.0158296013177406,0.00631959288131867,-0.244154893640474,-1.24556152417972
"137","2012m5",-0.280714554896464,1.60237671149427,-1.56063753897837,"5",-0.602634861241903,-0.0134655860237238,0.0121447155306136,0.0248989297858699,0.044497357535743,0.349838738196379,0.90268105485105
"138","2012m6",-0.11893060679345,0,-1.26432618789392,"6",1.96500161072551,-0.00601630431036781,0.0123725592425856,0.0168027670710984,0.00311740988405873,0.49647190188676,1.00057930726861
"139","2012m7",-0.364031959309671,0,-0.685900966079384,"7",-1.74059517907349,0.00433204312681212,0.0123598156954507,-0.010450568506954,0.0114151178896655,0.608155138200736,0.315807699808483
"140","2012m8",0.0981600565431684,-2.49167237733893,1.12231269612988,"8",-1.54160629153697,0.0402372571279237,0.00755361744289473,-0.014335947150947,0.0207739729827949,-0.545763724239151,-0.315807699808483
"141","2012m9",-0.172310652934667,0.889295665844663,0.28236596892233,"9",-0.495638352164022,0.0363974058560963,0.0148535625584962,0.0307431368804529,-0.00769308560155935,0.821273816648098,-1.53400045811862
"142","2012m10",-0.662588671229361,1.60237671149427,0.207497965320731,"10",1.20012689679012,0.0355722049442697,0.028935556711005,0.030433147744354,-0.00145074561308078,0.178004781174714,-0.183209665569461
"143","2012m11",-0.184822135338078,0,-0.706086000275202,"11",3.77891254164207,-0.00810786672737862,0.0130102015499247,-0.01667460350901,-0.00205601522235099,-0.79210211238712,0
