DATE,ur,manemp,hrs,wage,manwage,pce,pcepi,pcepilfe,indpro,fedfunds,gs10,baa,paur,paclf,paemp,pamanemp,papermits,paclaims,pamanwage
2022-01-01,4.0,12581,110.8,31.56,30.57,16725.6,119.469,120.761,102.1460,0.08,1.76,3.59,5.4,6374175,5856.4,548.2,2257.7226658970200,15946,29.50
2022-02-01,3.8,12631,111.8,31.60,30.50,16844.5,120.178,121.205,102.8987,0.08,1.93,3.97,5.1,6352104,5886.5,558.6,2086.1031686174200,10248,29.56
2022-03-01,3.6,12689,111.8,31.75,30.62,17054.2,121.321,121.651,103.5717,0.2,2.13,4.29,4.9,6403477,5906.4,557.6,2713.4608784375900,7339,29.86
2022-04-01,3.6,12750,112.1,31.86,30.78,17115.6,121.563,122.030,104.2709,0.33,2.75,4.66,4.8,6380661,5918.6,562.3,1940.8408185884700,9028,30.34
2022-05-01,3.6,12769,112.4,31.98,30.83,17231.1,122.300,122.488,104.1646,0.77,2.90,5.12,4.6,6474336,5929.7,562.5,1991.8739426920500,8982,30.54
2022-06-01,3.6,12794,112.4,32.11,30.83,17437.4,123.512,123.258,104.0772,1.21,3.14,5.27,4.5,6469490,5948.5,561.3,1868.5086753268200,9139,30.67
2022-07-01,3.5,12831,112.7,32.27,30.98,17398.1,123.366,123.316,104.7577,1.68,2.90,5.21,4.3,6503686,5977.7,562.1,1849.9296385011700,8034,30.84
2022-08-01,3.7,12867,112.9,32.36,31.04,17495.0,123.690,123.983,104.6544,2.33,2.90,5.15,4.2,6502009,5986.3,562.4,1877.9352412859500,6663,30.82
2022-09-01,3.5,12890,113.2,32.46,31.14,17607.9,124.102,124.542,104.8050,2.56,3.52,5.69,4.1,6471798,5998.3,565.2,1900.9904916858000,6368,30.88
2022-10-01,3.7,12922,113.4,32.58,31.23,,,,104.6894,3.08,3.98,6.26,,,,,,7519,
