"","variable","time","fcst_date","lower","median","upper"
"69","pghcivlabforce",256,2022-09-01,-0.0786964582959312,0.00435144523388149,0.0857757448728519
"70","pghcivlabforce",257,2022-10-01,-0.0835755367132513,0.000593456143442006,0.0903617289356137
"71","pghcivlabforce",258,2022-11-01,-0.0776996801816304,0.00401806156671455,0.089145143098519
"72","pghcivlabforce",259,2022-12-01,-0.0812117498452685,0.00653688220955612,0.0885685605785387
"73","pghempmanuf",236,2021-01-01,-0.208991505135816,-0.00836764785409671,0.183596444380328
"74","pghempmanuf",237,2021-02-01,-0.198972338279351,-0.0087972678914122,0.186986530152153
"75","pghempmanuf",238,2021-03-01,-0.243091611689922,-0.0465501901891308,0.149949271280651
"76","pghempmanuf",239,2021-04-01,-0.234614727067361,-0.0158382427602384,0.182528860494196
"77","pghempmanuf",240,2021-05-01,-0.23906988959871,-0.0333201793421838,0.180274792204895
"78","pghempmanuf",241,2021-06-01,-0.23157518238156,-0.0217415279924518,0.19465643244396
"79","pghempmanuf",242,2021-07-01,-0.235642287378671,-0.0276845479863743,0.20232753713027
"80","pghempmanuf",243,2021-08-01,-0.205689434677575,-0.0205121204347761,0.182776979683357
"81","pghempmanuf",244,2021-09-01,-0.240910569808486,-0.0246480121064445,0.194391320932391
"82","pghempmanuf",245,2021-10-01,-0.239523989670314,-0.037468710832822,0.181109972886619
"83","pghempmanuf",246,2021-11-01,-0.234231236711741,-0.0286309865705039,0.175560853672359
"84","pghempmanuf",247,2021-12-01,-0.23740430818079,-0.0222451721899502,0.180561217972821
"85","pghempmanuf",248,2022-01-01,-0.24706115251447,-0.0220047778982554,0.181355402642688
"86","pghempmanuf",249,2022-02-01,-0.244217891596072,-0.0286945143815857,0.189516642854967
"87","pghempmanuf",250,2022-03-01,-0.236716298742556,-0.0259760869313414,0.191859345094741
"88","pghempmanuf",251,2022-04-01,-0.249813238772848,-0.0300862881821645,0.183345699178579
"89","pghempmanuf",252,2022-05-01,-0.226552615741067,-0.0343835907592856,0.163193512243073
"90","pghempmanuf",253,2022-06-01,-0.233866483440302,-0.0298512473738154,0.184397440426564
"91","pghempmanuf",254,2022-07-01,-0.239186932832124,-0.0249652804186998,0.200670600898151
"92","pghempmanuf",255,2022-08-01,-0.230304202998148,-0.0233469858491152,0.209834690754371
"93","pghempmanuf",256,2022-09-01,-0.236677502283112,-0.0276466010518966,0.183004959198206
"94","pghempmanuf",257,2022-10-01,-0.239335356751725,-0.028794616131242,0.181392658244304
"95","pghempmanuf",258,2022-11-01,-0.23108913074223,-0.0266388939624984,0.198145061564961
"96","pghempmanuf",259,2022-12-01,-0.231467345347367,-0.023053456537972,0.18286971143933
"97","pghhouse",236,2021-01-01,-0.239674146573603,-0.0235730890933982,0.138593019780396
"98","pghhouse",237,2021-02-01,-0.135441815740441,0.0357074674133494,0.219818143557635
"99","pghhouse",238,2021-03-01,-0.119708840533049,0.0567694936000014,0.256286496428429
"100","pghhouse",239,2021-04-01,-0.179361969239868,0.0233210388255831,0.203889828798613
"101","pghhouse",240,2021-05-01,-0.184268329208552,0.00620674217204696,0.188900695195615
"102","pghhouse",241,2021-06-01,-0.135641139265664,0.0307532829036672,0.24387251730188
"103","pghhouse",242,2021-07-01,-0.156913795469908,0.0457385567613057,0.247884921392361
"104","pghhouse",243,2021-08-01,-0.168068615354587,0.0232659806831029,0.197216946659559
"105","pghhouse",244,2021-09-01,-0.16540500982598,0.028435010143619,0.21866700637044
"106","pghhouse",245,2021-10-01,-0.147239531682147,0.0353966447123529,0.221039379346745
"107","pghhouse",246,2021-11-01,-0.165004052735543,0.0343838577690819,0.202155284395585
"108","pghhouse",247,2021-12-01,-0.16397302958017,0.0176030240090533,0.213056461208899
"109","pghhouse",248,2022-01-01,-0.161124973370917,0.0307259392880568,0.227712009926709
"110","pghhouse",249,2022-02-01,-0.144015810913348,0.029238389235188,0.236119542179848
"111","pghhouse",250,2022-03-01,-0.160801981960425,0.0293553220294282,0.211774803072907
"112","pghhouse",251,2022-04-01,-0.171782479012994,0.0282288440272707,0.199704224482991
"113","pghhouse",252,2022-05-01,-0.154773741815497,0.0323745997227991,0.216568652192739
"114","pghhouse",253,2022-06-01,-0.151595470408758,0.0326926110716892,0.213831847063411
"115","pghhouse",254,2022-07-01,-0.147385949912668,0.023788308887521,0.223533374659924
"116","pghhouse",255,2022-08-01,-0.150362494086673,0.0298660866636772,0.224355798713571
"117","pghhouse",256,2022-09-01,-0.154041999384533,0.0292797986566013,0.234648772947903
"118","pghhouse",257,2022-10-01,-0.171627018282134,0.0297697780735164,0.219971776449882
"119","pghhouse",258,2022-11-01,-0.167864518433912,0.0327016827975593,0.219842464821994
"120","pghhouse",259,2022-12-01,-0.159930389884654,0.0308109575561802,0.218663247443264
"121","pghmanuf",236,2021-01-01,-7.44700096270182,-1.08059749820825,6.32170683329111
"122","pghmanuf",237,2021-02-01,-8.33057378182992,-1.24520098976668,5.8535828576615
"123","pghmanuf",238,2021-03-01,-8.88341101579493,-1.5649468560893,5.85556392121285
"124","pghmanuf",239,2021-04-01,-8.98794345328697,-0.715767857570363,6.99345203635818
"125","pghmanuf",240,2021-05-01,-9.42183137598703,-0.764680824386296,7.2529426503929
"126","pghmanuf",241,2021-06-01,-9.50605290562944,-1.03674164305152,7.3789144510748
"127","pghmanuf",242,2021-07-01,-9.86912171588468,-0.828208899785317,8.31720853272521
"128","pghmanuf",243,2021-08-01,-9.06020329655785,-0.388342577450773,8.19773640170047
"129","pghmanuf",244,2021-09-01,-10.4002278440146,-0.724814284022484,8.06912358641128
"130","pghmanuf",245,2021-10-01,-10.0577760301358,-0.958009545057576,8.71153661149968
"131","pghmanuf",246,2021-11-01,-10.6995102384745,-1.09986521604404,9.14218791312723
"132","pghmanuf",247,2021-12-01,-10.4785135551696,-0.36418044581624,9.73623370172088
"133","pghmanuf",248,2022-01-01,-11.1695464137762,-0.624068112181233,9.46010274415622
"134","pghmanuf",249,2022-02-01,-11.1259895126514,-0.251905665663903,9.35259071003025
"135","pghmanuf",250,2022-03-01,-11.2739149586608,-0.787664983386822,9.79356140753381
"136","pghmanuf",251,2022-04-01,-10.8347520364036,-0.767503110080966,9.29155204732522
"137","pghmanuf",252,2022-05-01,-11.3803039964585,-0.862641494273727,9.40385674963795
"138","pghmanuf",253,2022-06-01,-11.2238751729869,-0.571193118475736,9.33543906066948
"139","pghmanuf",254,2022-07-01,-11.4485961977126,-0.488288175229378,9.59632334527236
"140","pghmanuf",255,2022-08-01,-10.5704258965197,-0.344134559513155,9.45079914488312
"141","pghmanuf",256,2022-09-01,-10.6445461354048,-0.346744880720307,10.1849796108592
"142","pghmanuf",257,2022-10-01,-10.951717715327,-0.327727180369912,9.62629123055386
"143","pghmanuf",258,2022-11-01,-11.4014761442505,-0.290567996300009,9.65940528877145
"144","pghmanuf",259,2022-12-01,-10.7383467420729,-0.416322907066963,10.314776927881
