"","DATE","gs10","pcepi","pcepilfe","fedfunds","baa","paclaims","pghunemp","pghcivlabforce","pghpermits","pghempmanuf","pghaww","pghmanuf","pghawwp","pghhouse","pghqwage","patax","fpi","pghngdp"
"22",2003-03-01,-0.280168367963892,0.0306890587900419,0.0191928387664717,-0.0956180357901225,-0.188440703141397,-1.43417837711865,-0.738694715993203,-0.00640828162372742,-1.20877883212435,-0.0577701058721978,0.0170341502148474,3,0.0178511711803147,0.0370291381443089,-0.0024904919597617,1.00049864058127,0.0512267685687462,0.130582380688253
"23",2003-04-01,0.463378033533355,-0.0203044497891796,0.0133457970949955,0.0956180357901225,-0.173916087630805,0.141834921664106,-1.4133964278766,0.0370877161912304,0.34742974235143,-0.00511821448820982,NA,NA,NA,NA,NA,NA,NA,NA
"24",2003-05-01,-1.2441411536981,-0.013750565302086,0.0172990376057491,0,-0.852966659009224,-2.16807499858115,0.421095837735241,0.00212988183810836,0.473793095639159,-0.112759059974991,NA,NA,NA,NA,NA,NA,NA,NA
"25",2003-06-01,-0.835119501590341,0.0128733402569274,0.00679934857769382,-0.387130346618658,-0.362796127922323,2.34870863009667,0.992300590141359,0.0454564579035832,-1.56517900408296,-0.100997657466586,0.0441099247959649,0.6,0.0435099542316664,0.0390076593978783,0.0275937638576096,-0.100638170291461,0.0914588299737673,0.0275937638576238
"26",2003-07-01,2.13971418364792,0.0351848611754662,0.0298431972396287,-2.26680633470396,0.805923399028945,-0.868475931089328,-0.387130346618657,-0.0466851897509883,0.948638447515929,-0.10249718086116,NA,NA,NA,NA,NA,NA,NA,NA
"27",2003-08-01,1.33946732258163,0.0404589608773307,0.0135534209732455,0.235301656660516,0.686907973170982,-2.83052473810488,-0.81387115606513,-0.0032772334891078,2.05738818049137,-0.110778201413694,NA,NA,NA,NA,NA,NA,NA,NA
"28",2003-09-01,-0.495483227251389,0.0375714290421669,0.0167793739774922,-0.235301656660516,-0.382641113710728,0.122715458352083,-0.648806655243309,0.00696305165027411,-1.31542575415886,-0.0806441339510648,0.0322082934030519,0.3,0.0470901328818556,0.0397783778309879,0.0259858732593585,-0.528432519801953,0.129262486905912,0.0259858732593443
"29",2003-10-01,0.0560748683927113,0.00144827836086492,0.0219610112676456,0,-0.106509574967618,0.44548448724062,-0.452883935794167,0.0152227160767353,1.64743780200975,-0.0779696847198039,NA,NA,NA,NA,NA,NA,NA,NA
"30",2003-11-01,0.0279394771150931,0.0151963790215959,0.0164444235927732,-0.119403970238017,-0.125467909252065,1.79203628751586,0.452883935794167,0.0232060974688792,-1.70712908326404,-0.0756476579832714,NA,NA,NA,NA,NA,NA,NA,NA
"31",2003-12-01,-0.0840143455078044,0.0264392071654633,0.0150192146216988,-0.242432487810234,-0.108598026239016,5.67090965737396,-0.452883935794167,-0.0221428658574965,-0.0942338092513069,-0.0592840104714156,0.0539545423772978,1.4,0.0571113618457808,0.0733235451280905,0.0573538906371027,-0.150905742097471,0.0987768466517913,0.0573538906371169
"32",2004-01-01,-0.342065915975112,0.0462367260500081,0.0306817751950454,0.242432487810234,-0.294493306993409,-0.585258840832076,2.49167237733894,0.00923797014669248,0.607350331343387,-0.05901833493715,NA,NA,NA,NA,NA,NA,NA,NA
"33",2004-02-01,-0.20413614991844,0.02556247974778,0.0194332026276278,0.119403970238017,-0.321026225657196,-4.78762045245445,-0.188980283617672,-0.0108737501095675,1.44410970693314,-0.055274561513464,NA,NA,NA,NA,NA,NA,NA,NA
"34",2004-03-01,-0.758786222682187,0.0184916447923236,0.0200991044266203,-0.119403970238017,-0.310194977535904,-1.68708475752162,0,0.0192063462794465,1.00661976808436,-0.0185735554992981,-0.0166734572704321,1.3,-0.0348798371319425,0.0453627542870727,-0.00514576532000888,1.09900749937824,0.0248604592830937,0.0565993136518586
"35",2004-04-01,1.52773250289645,0.0223239904108254,0.0311985133602839,0,0.668430535332077,0.565741004314162,-2.30269209372126,-0.00767885006835911,-0.42502434704555,0.0274082021421158,NA,NA,NA,NA,NA,NA,NA,NA
"36",2004-05-01,0.979595453962455,0.0388248227340107,0.0164023702401543,0,0.526958245079137,-1.8245730010745,0.452883935794167,0.0175560992816628,-0.591694898288978,-0.0608353193790414,NA,NA,NA,NA,NA,NA,NA,NA
"37",2004-06-01,0.0253968348765339,0.0342952923273998,0.0190153469548981,0.354705626898533,0.0532151648143877,2.30605931266845,0.857507567785738,0.0321874397208504,1.18531057811354,0.0134916918991372,0.0489588893808843,2.5,0.053008573949505,0.0255343637019827,0.0523500500129188,0.122913914891875,0.150071421831445,0.0523500500129188
"38",2004-07-01,-0.59817366873081,0.0110787593978117,0.0142763930833922,2.41863502466211,-0.286580784040647,-1.24671242922726,0,0.0188648599593932,-2.92254265484907,-0.0163923577038183,NA,NA,NA,NA,NA,NA,NA,NA
"39",2004-08-01,-0.601492646190825,0.00624504727448993,0.00457039979210805,1.51875267970115,-0.293592625852877,-1.75110571558939,-0.421095837735241,-0.0104045309577359,-3.06919448390455,-0.02815695914936,NA,NA,NA,NA,NA,NA,NA,NA
"40",2004-09-01,-0.428107231449169,0.0235316429421353,0.0224112951632343,1.42271681669467,-0.358235557796173,-0.0971310418247526,-1.35994422368404,-0.0121228979152193,0.915606711701795,-0.008451855738425,0.071310869048272,2.8,0.0730061996742286,0.0538617646386683,0.0682438227577222,-0.667965112354217,0.117932590457535,0.0682438227577222
"41",2004-10-01,-0.0874851991521517,0.0514385422036163,0.0260937198338347,1.06895556064426,-0.115385504393303,1.03086918620679,0,0.0307308912971109,-0.882955033217609,-0.0182365674631342,NA,NA,NA,NA,NA,NA,NA,NA
"42",2004-11-01,0.260565122685414,0.0461631053800211,0.0257618733817573,1.1064743264008,-0.0193392467320974,2.06351341482105,0.470648557839376,0.0299234836005482,2.05347008991365,-0.000340287867025779,NA,NA,NA,NA,NA,NA,NA,NA
"43",2004-12-01,0.114015109489682,0.00645991823676084,0.0154031308753986,1.35105862535136,-0.097166522791432,3.53237340311021,0,-0.0083451210401293,1.18727538455242,-0.0378480672279551,0.123899581479868,3.3,0.133896742987677,0.0582606919092541,0.129625241861916,-0.256935023653106,0.111793132199303,0.129625241861916
"44",2005-01-01,-0.0284023801231941,0.0157139706071128,0.0430786578704243,0.648806655243308,-0.256377869972364,2.16476062505438,1.71721012368808,-0.00243170950008675,-2.68193747489229,-0.0388425132938437,NA,NA,NA,NA,NA,NA,NA,NA
"45",2005-02-01,-0.143029106846524,0.0333240202953498,0.0198409349912652,1.10538346689367,-0.405443970928599,-6.11746093476443,0.393477873875892,0.0271261582548945,-0.368739492197996,-0.0253779945159529,NA,NA,NA,NA,NA,NA,NA,NA
"46",2005-03-01,0.913936331586768,0.0358807268948063,0.0296318362644534,0.608317371786216,0.48491446005452,0.490943592273844,-0.393477873875892,0.00218361949011125,-0.597701731059207,-0.00146396381223468,-0.20112942016905,4.5,-0.202559803761776,0.0246732260680389,-0.210535470066333,1.12907830242762,0.111624117915166,-0.135970120649489
"47",2005-04-01,-0.434436583967527,0.0335497112405143,0.0139030888584308,0.708692995723213,-0.0198183364616762,-1.56894871537723,-2.43029116933769,0.0431862754514256,4.03756978745174,-0.0505377309053259,NA,NA,NA,NA,NA,NA,NA,NA
"48",2005-05-01,-0.566142723301089,0.00680985130412637,0.0244956367167326,0.870848314018026,-0.0796022819476061,-1.18519963152553,0.480064015364388,0.026962957414554,-1.72993774104319,-0.033962690243051,NA,NA,NA,NA,NA,NA,NA,NA
"49",2005-06-01,-0.412817120607987,0.00736140954720454,0.00828996799655712,0.158942721000246,-0.303301739498339,2.73723820271687,0.685900966079386,-0.00184925242997025,0.0963823484284809,-0.0260035292047789,0.154356037241115,4.5,0.159492155558294,0.0576007829985024,0.158687953002811,0.0847059909422896,0.106064527633382,0.158687953002811
"50",2005-07-01,0.528202625001293,0.050850762820307,0.0176480601976863,0.838436159525831,0.182899391623405,-1.33510579415185,0,0.0155891139210667,1.70519307790291,-0.0120401598780298,NA,NA,NA,NA,NA,NA,NA,NA
"51",2005-08-01,0.227494964935369,0.0482953563977127,0.00976315367541147,0.852429277401023,0.0201511382366411,-2.06567106343963,-0.452883935794167,0.0278332137974999,-1.74852151309265,0.0162425897742828,NA,NA,NA,NA,NA,NA,NA,NA
"52",2005-09-01,-0.170215619903476,0.115258336635328,0.0265373006716985,0.404532688107739,0.140118355942029,-0.476641067327186,-1.21315340245642,0.0140124726914834,1.43769400241679,-0.0122790743951704,0.129134534624601,3.4,0.129837065519162,0.0513230397808755,0.139630334372342,-0.710510462641487,0.114510974281249,0.139630334372342
"53",2005-10-01,0.720770888911799,0.0190798554693217,0.0343031014076089,0.518999805525798,0.525631471900713,1.64593392810121,-0.258074462651566,0.00376056411540304,-1.00034153439423,-0.031203375527614,NA,NA,NA,NA,NA,NA,NA,NA
"54",2005-11-01,0.213338952255406,-0.0249461917976994,0.0307084660714132,0.678844217860733,0.170215619903479,1.75979750746963,0.758146819458382,0.00511887392537602,1.92707397985988,-0.0287424862328933,NA,NA,NA,NA,NA,NA,NA,NA
"55",2005-12-01,-0.18646324113335,0,0.0123689174704644,0.470648557839376,-0.132180722768128,5.37968591167743,-0.500072356806816,-0.00279911362672891,-2.02658306321573,-0.00747098063584417,-0.0714874676609014,3.2,-0.0632491534640565,-0.00598860974350401,-0.0737906414072,-0.302246976954002,0.063264315011569,-0.0737906414071858
"56",2006-01-01,-0.134984550430448,0.0579915139807596,0.0269791226866083,0.369259904001044,-0.152868309329158,-0.917403656811722,1.88622700226895,0.0147080393041534,1.303298055331,-0.00163284542009023,NA,NA,NA,NA,NA,NA,NA,NA
"57",2006-02-01,0.400482105798079,0.00719534360654706,0.0192911010007997,0.546791625770848,0.0575540671619166,-3.61576483870974,0,0.034062943547994,-0.181584413600987,0.0140515647591251,NA,NA,NA,NA,NA,NA,NA,NA
"58",2006-03-01,0.387547136296207,0.0231857929253714,0.033017548859867,0.264327867819489,0.264994995452993,-0.936617213743446,-0.906090630097743,0.0136936330184838,-0.50361310782036,0.00232916447596665,0.0803830291995844,2.1,0.0754345649415669,0.0259724307088689,0.0858860099470178,1.15072828980713,0.111984789122591,0.000387028120613309
"59",2006-04-01,0.667525321991563,0.0555447054763327,0.0366538663214833,0.511804648204441,0.495104599391706,-0.455407760079346,-0.980136372171205,0.00540945470454801,-4.14109305133066,0.00582227090603737,NA,NA,NA,NA,NA,NA,NA,NA
"60",2006-05-01,0.285161933426227,0.0323163606030015,0.030039226160202,0.37001903732409,0.125094208030612,-0.292720177058378,0.252640910373987,0.0149428732672021,0.122448609659308,0.0165438334094503,NA,NA,NA,NA,NA,NA,NA,NA
"61",2006-06-01,0,0.0295470719738802,0.0302290539818557,0.120846942763154,0.0532151648143877,1.72295479015113,0.960512492082437,0.0226173340812892,2.04735152720539,-0.00738043902927998,0.0656463831095202,1.5,0.0769589636146044,0.0116327997456551,0.0666549787943325,0.191089794936822,0.003362414055605,0.0666549787943325
"62",2006-07-01,-0.0470588838381802,0.0409766947291104,0.0117793044448824,0.586627062834281,-0.035450542769178,-0.461082454893045,0,0.00182340097664024,-1.41999521025121,0.0271189422448757,NA,NA,NA,NA,NA,NA,NA,NA
"63",2006-08-01,-0.505591328368507,0.0376393430294968,0.0243161177427851,0.0228789392469793,-0.305634498485483,-3.11398752001147,-0.233017030285219,0.0268432573257584,1.19348497841457,0.00580705373730694,NA,NA,NA,NA,NA,NA,NA,NA
"64",2006-09-01,-0.400037043211102,-0.0313579148635554,0.0189956947589955,0,-0.294945723178654,-0.228267752509211,-2.04750620436916,-0.00427189846886478,-1.38486017649909,-0.0113614960872113,0.000671974807783471,2,-0.00227531403923464,0.0105694000206746,0.00915142261304425,-0.901345358799531,-0.00466985400862541,0.00915142261304425
"65",2006-10-01,0.0253968348765339,-0.0284932495876404,0.021597424674983,0,-0.0186770465718977,1.55242252434972,-0.867847938955514,0.029950328847022,-1.66391048379908,0.00429468009744838,NA,NA,NA,NA,NA,NA,NA,NA
"66",2006-11-01,-0.33442678810551,0.00415111397943591,0.00578782375896125,0,-0.418425907809886,2.13812006706459,0.867847938955514,0.0287734948843692,2.20717510288441,0.0200438922938986,NA,NA,NA,NA,NA,NA,NA,NA
"67",2006-12-01,-0.104804159625054,0.0426330921371019,0.0160334711561596,-0.0228789392469793,0.0386473764005038,4.59012926446896,-0.282365968922328,0.0256408673348147,7.97359192495307,0.0124148734416103,0.0700800899978873,1,0.0838221065928089,0.0537023793136342,0.0800263209480789,-0.227028588911189,0.00192148517470514,0.0800263209480647
"68",2007-01-01,0.515100536604407,0.0399560852619629,0.0486263096364041,0.0228789392469793,0.229306340376559,-0.0262976750415973,2.56288920357671,0.0323268447993925,-7.48346908508192,0.034790575823525,NA,NA,NA,NA,NA,NA,NA,NA
"69",2007-02-01,-0.101266423750377,0.0371726945408355,0.0258710901601304,0.0228354017530332,-0.114105455628327,-1.79633422393525,-0.233017030285219,-0.0126222135135166,-0.29415984722807,-0.0117011858811047,NA,NA,NA,NA,NA,NA,NA,NA
"70",2007-03-01,-0.413834112854031,0.043927498195675,0.0121323479794384,0,-0.019123510023336,-3.19134417180959,-1.23821083482277,0.00533274089433178,3.55516440035873,-0.000800459486853811,0.13274187605802,1.6,0.142337493501874,0.016224117558945,0.143028659374309,1.27392909438753,0.0166723370907853,0.119649237168687
"71",2007-04-01,0.337319507182721,0.0280979599065034,0.0170688701109576,-0.0228354017530332,0.227494964935369,0.67804631899412,-1.38083195741745,-0.048395082058839,-4.49793591681694,0.00347774442523985,NA,NA,NA,NA,NA,NA,NA,NA
"72",2007-05-01,0.152544427060342,0.0348659606180064,0.0141838604634046,0,0,-2.57115057451228,0.289170618948728,0.0184854430943844,1.11797161894053,-0.00355112239202526,NA,NA,NA,NA,NA,NA,NA,NA
"73",2007-06-01,0.853151060204762,0.0253293399159986,0.0197513796919289,0,0.568479096089725,2.15132422592105,1.09166133846872,0.0291255609745491,-3.42755615179468,-0.00587405929938711,-0.0218966565500658,3.3,-0.0395035815237819,0.0206914415466954,-0.01494787044102,0.0938777151558341,0.0212366168846607,-0.01494787044102
"74",2007-07-01,-0.237631527554157,0.0183402144824321,0.0180337030593734,0.0228354017530332,-0.0898880607498915,0.164526524158809,0.510715373025553,0.00101929139707835,1.3761476190584,-0.0495858664127447,NA,NA,NA,NA,NA,NA,NA,NA
"75",2007-08-01,-0.819346089039533,0.0081131481886203,0.0178771947736927,-0.56041311655177,0,-2.78673953720474,-0.252640910373987,-0.0239369869726787,1.23698991573001,-0.0392254366681009,NA,NA,NA,NA,NA,NA,NA,NA
"76",2007-09-01,-0.391764934039993,0.0462186816747447,0.0327058455668343,-0.192775230045678,-0.108762073840165,-0.82439538896714,-1.34973580112028,0.052129176610741,0.162252610926412,-0.0448275171716617,0.033811410869955,3.3,0.0413265104655736,0.002767556798144,0.0394939641299601,-0.85130241291693,-0.0240769056506061,0.0394939641299317
"77",2007-10-01,0.0265193478096348,0.036301564644436,0.0312006622185272,-0.445411955478032,-0.20199405780279,2.28312469953706,-0.289170618948728,-0.0180823721335841,-0.0788117754491751,-0.0255656175990069,NA,NA,NA,NA,NA,NA,NA,NA
"78",2007-11-01,-1.05136326302803,0.0633616087982993,0.0235401388633711,-0.700739597869988,-0.149070239982684,1.88907601176273,0.289170618948728,0.0509677723252082,-2.36830032778914,-0.00828085426791603,NA,NA,NA,NA,NA,NA,NA,NA
"79",2007-12-01,-0.145456326388139,0.0278817732250083,0.0241353199373542,-0.687473190123559,0.459826371625639,4.74367783246343,1.09166133846872,0.00647272341227279,-0.759393038330266,-0.00515954530306573,0.00579755121939129,3.4,0.00303573391608225,0.026821344422796,0.00954098524543667,-0.30135935775106,-0.0392185818385329,0.00954098524543667
"80",2008-01-01,-1.10281634740586,0.0302609359896842,0.0238308854746059,-0.880590551208286,-0.200156270383867,-0.453659175719288,1.92411180090216,0.0112993991743835,1.03735526101041,-0.0280962981314126,NA,NA,NA,NA,NA,NA,NA,NA
"81",2008-02-01,0,0.0237688716301037,0.0116419781302532,-3.35108907351035,0.503067676635162,-2.86117239617138,0,-0.0319775566526772,0.27917657946902,0.0223983567281323,NA,NA,NA,NA,NA,NA,NA,NA
"82",2008-03-01,-0.761634887383996,0.0343494563037758,0.0235053728706305,-1.59087695019253,0.122539358042356,-1.1948700440808,-0.685900966079386,0.0198984962408133,-1.10581557056686,-0.00530241104325313,0.0826818354162029,1.4,0.0878514553728138,0.0641877408441154,0.0871071797846525,1.18022356008971,-0.0537457372732923,0.107152206664281
"83",2008-04-01,0.567560576436785,0.0222489860959385,0.00701713370091994,-1.62209734041903,0.138529676962385,-1.15866387401527,-2.04750620436916,-0.0108425401539876,0.0771428907168463,-0.0474394766430706,NA,NA,NA,NA,NA,NA,NA,NA
"84",2008-05-01,0.635068817452108,0.0513728336918859,0.0219180470623321,-1.69294317911887,-0.0690649388474478,-0.353355986352305,1.06736983219796,0.0416007064433686,0.273172494725067,0.0251911107961895,NA,NA,NA,NA,NA,NA,NA,NA
"85",2008-06-01,0.66182184090096,0.0866933079107817,0.0274684053259193,0.120604030242017,0.240008000480033,2.47962018669252,1.21315340245642,0.000777665448602249,-0.782160188783152,-0.0197591335737641,0.0205787603138852,-2.1,0.0231377120241945,-0.0323368727090454,0.0275335308108424,0.0423051205728484,-0.0272623989481282,0.0275335308108424
"86",2008-07-01,-0.266348788701412,0.0556898166715847,0.021574522499904,0.0598504981324677,0.151794012768876,-1.22049321704994,0.452883935794167,0.012125060134764,-0.0627553493506952,-0.0118167581856206,NA,NA,NA,NA,NA,NA,NA,NA
"87",2008-08-01,-0.364585004257473,-0.00968304837997991,0.0146992066870197,-0.0598504981324677,-0.0167714911996564,-1.54040831347249,0,0.0133544706610635,-0.722194267721896,-0.0351723965664199,NA,NA,NA,NA,NA,NA,NA,NA
"88",2008-09-01,-0.633392394935031,0.00993445205049071,0.0122777697659124,-1.19784402338653,0.26557100466925,0.0703464680372363,-1.92411180090216,-0.0055108001654034,-1.63725458416487,-0.0312968782106822,-0.0196244878175555,-5.8,-0.0233303639987952,-0.0226178873364198,-0.0234046679321835,-1.01215210530364,-0.076867957448961,-0.0234046679321693
"89",2008-10-01,0.384032773034087,-0.0794537847497132,-0.0170910443348653,-7.48543263314932,2.3346993989087,1.99582102977762,0.510715373025553,0.0237327430109886,0.675358582392903,-0.065647545926101,NA,NA,NA,NA,NA,NA,NA,NA
"90",2008-11-01,-0.915975818320851,-0.142435284382707,-0.00532218218189939,-10.9337919884848,0.437859519157641,3.41248166167555,0.960512492082437,-0.0183771420178616,-2.92969117694789,-0.131239384663974,NA,NA,NA,NA,NA,NA,NA,NA
"91",2008-12-01,-4.53036396931932,-0.0672846156830076,-0.0058317663370282,-10.6916750866784,-1.06191693904142,4.31783936952774,1.3103915035799,0.00124153717932529,-3.43872390385082,-0.0853357839381239,0.0294062318656181,-11.5,0.0305872500191171,-0.00948281684382835,0.017463268079652,-0.358272209574025,-0.235827818421267,0.0174632680796378
"92",2009-01-01,0.485896336256842,0.00141634700666415,-0.00367800545067709,-0.774462253650853,-0.42007910399178,0.633412098062678,2.59467730163563,-0.0345782377084021,-1.33900763233833,-0.20884735141879,NA,NA,NA,NA,NA,NA,NA,NA
"93",2009-02-01,1.56063753897838,0.0213536921472013,0.00950977178770529,4.59590702707327,-0.0887796897773399,-2.50349991429878,0.648806655243306,0.0254965310267465,2.91179404646182,-0.196983132954049,NA,NA,NA,NA,NA,NA,NA,NA
"94",2009-03-01,-0.210901737858091,-0.0131164418639749,0.00861568387043476,-2.40804834554581,0.494615468654773,-0.232968581064043,-0.158942721000246,-0.0314898567659938,2.49557840341616,-0.209771765145049,-0.0427781247561647,-16.4,-0.0531834223307506,0.0850359549246491,-0.109345706927016,1.10258545606668,-0.360483323287106,-0.0219489831477802
"95",2009-04-01,0.459186456947446,0.0172284513275613,0.0268210251770498,-2.18785868152746,-0.0428316933014425,-0.159140072052253,-1.17576490032244,0.0292377721250006,1.44896455301375,-0.137824055844998,NA,NA,NA,NA,NA,NA,NA,NA
"96",2009-05-01,1.39062170097965,0.0124559265112261,0.00922168404269641,2.18785868152746,-0.481523567526935,-1.15972090396596,0.685900966079383,0.0184701384214847,-1.52256468691597,-0.171902819479268,NA,NA,NA,NA,NA,NA,NA,NA
"97",2009-06-01,1.4740332420933,0.0710208896809625,0.0152696662224052,1.8498081579271,-0.864126431715269,1.88926233596549,0.48986393424306,-0.00240416464161797,1.41163333153267,-0.105309143772683,-0.00951425828439767,-16.6,-0.0125027405566769,-0.0100407191424772,-0.0410314301681893,-0.30675689728097,-0.20114969667442,-0.0410314301682035
"98",2009-07-01,-0.527557481053394,0.00127580854486808,0.0103370037487167,-3.2632045858037,-0.674612159978743,-1.42827050719377,0.470648557839379,-0.0166096437464063,-1.04019374447838,-0.106794099665716,NA,NA,NA,NA,NA,NA,NA,NA
"99",2009-08-01,0.100699891634981,0.0347772789975807,0.0177538108110511,0,-0.895807142481722,-2.07125486694078,-0.311705836839133,-0.0151550007351773,0.396362283285018,-0.0799644474544436,NA,NA,NA,NA,NA,NA,NA,NA
"100",2009-09-01,-0.652521250536862,0.0194465817747194,0.0209936412657719,-0.774462253650853,-0.502788825409249,-0.708717450994776,-0.986857178843663,-0.0373863621614987,0.887447783046841,-0.0100264221443993,0.00172869983576973,-11.4,0.000244005120379143,-0.0505851718598329,-0.0246896373505621,-0.694619074778075,-0.0277297031947619,-0.0246896373505621
"101",2009-10-01,-0.0353461227570797,0.0453796966207065,0.0441301415681679,-2.67772261577052,-0.038095270089272,0.725187451069559,-0.172664849425193,-0.00335488655060345,-0.742411600050151,0.0317393729760873,NA,NA,NA,NA,NA,NA,NA,NA
"102",2009-11-01,0.0353461227570797,0.0299477333988989,0.010632144166923,0,0.0570976493570035,0.971222851412975,-0.175185593053833,0.00733272250130312,1.90377994820435,-0.0174682758465572,NA,NA,NA,NA,NA,NA,NA,NA
